fever,diarrhea,stomach pain,skin rash,cough,sniffles,short breath,headache,size,label
37.0,0,8,3,1,1,0,7,40.7,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.7,0,1,1,3,3,0,3,36.1,"['Respiratory', 'Cold', '']"
38.6,0,1,1,4,3,0,4,39.3,"['Respiratory', 'Cold', '']"
38.2,0,1,1,4,2,0,7,43.5,"['Respiratory', 'Flu', '']"
40.7,0,3,1,5,1,1,5,29.5,"['Respiratory', 'Covid', '']"
37.4,0,1,4,1,1,1,1,33.2,"['Allergy', 'External', 'Bee Allergy']"
38.0,0,3,1,2,4,0,2,35.8,"['Respiratory', 'Cold', '']"
38.6,1,7,2,2,2,0,6,40.7,"['Gastrointestinal', 'Norovirus', '']"
39.4,1,9,1,3,2,0,7,31.7,"['Gastrointestinal', 'Norovirus', '']"
35.3,0,3,1,4,2,0,1,37.1,"['Respiratory', 'Cold', '']"
39.4,0,4,1,2,3,0,5,35.7,"['Respiratory', 'Cold', '']"
38.4,1,7,2,1,1,0,4,38.5,"['Gastrointestinal', 'Food Poisoning', '']"
36.5,1,10,5,3,1,0,8,37.1,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.2,0,1,1,2,3,0,3,41.5,"['Respiratory', 'Cold', '']"
38.9,1,6,3,1,2,0,3,29.4,"['Gastrointestinal', 'Norovirus', '']"
35.8,0,1,2,3,1,0,3,33.8,"['Respiratory', 'Cold', '']"
42.8,0,3,1,4,4,0,4,33.7,"['Respiratory', 'Flu', '']"
38.3,1,2,2,4,3,0,4,37.2,"['Respiratory', 'Covid', '']"
39.1,0,2,3,4,2,1,3,27.7,"['Allergy', 'External', 'Pollen Allergy']"
40.0,0,3,1,4,2,1,6,38.2,"['Respiratory', 'Flu', '']"
36.3,0,1,3,2,2,1,3,27.7,"['Allergy', 'External', 'Pollen Allergy']"
38.8,0,2,4,4,4,1,2,27.3,"['Allergy', 'External', 'Pollen Allergy']"
35.3,0,1,1,2,1,0,2,37.1,"['Respiratory', 'Cold', '']"
35.4,0,1,1,5,2,0,4,42.8,"['Respiratory', 'Covid', '']"
41.5,0,4,1,5,5,0,5,37.0,"['Respiratory', 'Cold', '']"
36.1,1,10,3,1,3,0,3,32.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.0,0,2,1,3,3,0,2,36.0,"['Respiratory', 'Cold', '']"
36.7,0,1,2,2,1,0,3,30.6,"['Allergy', 'External', 'Pollen Allergy']"
40.6,1,2,1,4,3,1,4,37.4,"['Respiratory', 'Covid', '']"
34.4,0,1,1,2,4,0,1,40.6,"['Respiratory', 'Cold', '']"
36.9,0,8,5,2,2,0,8,34.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.8,0,1,1,2,3,0,5,36.5,"['Respiratory', 'Cold', '']"
38.7,0,3,1,3,4,0,4,40.1,"['Respiratory', 'Cold', '']"
37.5,0,3,3,1,2,1,2,42.6,"['Allergy', 'External', 'Bee Allergy']"
40.1,1,9,1,1,2,0,8,34.4,"['Gastrointestinal', 'Norovirus', '']"
38.1,0,2,5,1,2,1,2,29.4,"['Allergy', 'External', 'Bee Allergy']"
38.5,0,2,5,3,4,0,5,29.5,"['Allergy', 'External', 'Pollen Allergy']"
38.0,1,5,2,1,3,0,4,37.1,"['Gastrointestinal', 'Norovirus', '']"
38.8,1,3,1,2,4,1,1,25.8,"['Respiratory', 'Covid', '']"
36.7,1,5,1,1,3,0,3,36.9,"['Gastrointestinal', 'Norovirus', '']"
41.5,1,1,1,4,4,0,7,32.7,"['Respiratory', 'Cold', '']"
38.8,1,3,2,5,2,0,5,37.8,"['Respiratory', 'Covid', '']"
36.4,0,1,1,2,2,0,1,38.4,"['Allergy', 'External', 'Pollen Allergy']"
37.3,0,1,1,1,1,0,3,39.2,"['Allergy', 'External', 'Pollen Allergy']"
37.1,0,3,2,3,2,0,3,33.3,"['Respiratory', 'Cold', '']"
34.6,1,6,3,2,1,0,2,30.2,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.7,1,7,1,1,2,0,5,32.1,"['Gastrointestinal', 'Norovirus', '']"
40.0,0,1,1,4,4,0,5,29.4,"['Respiratory', 'Cold', '']"
36.6,0,1,1,3,1,0,3,35.0,"['Respiratory', 'Covid', '']"
38.7,0,1,3,3,3,0,6,32.0,"['Respiratory', 'Flu', '']"
41.1,0,2,2,1,4,0,6,31.6,"['Respiratory', 'Cold', '']"
37.3,1,5,3,1,3,0,2,31.4,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.9,0,1,5,1,2,1,2,29.0,"['Allergy', 'External', 'Bee Allergy']"
39.8,1,7,2,2,2,0,6,37.0,"['Gastrointestinal', 'Norovirus', '']"
37.5,0,2,1,4,4,0,7,34.3,"['Respiratory', 'Cold', '']"
40.2,1,2,5,2,2,1,1,32.6,"['Allergy', 'External', 'Bee Allergy']"
41.1,0,1,2,3,5,0,8,40.3,"['Respiratory', 'Flu', '']"
37.3,0,1,4,1,1,1,2,32.1,"['Allergy', 'External', 'Bee Allergy']"
39.9,0,3,1,4,5,0,7,35.2,"['Respiratory', 'Cold', '']"
35.9,0,2,3,4,2,0,1,33.7,"['Allergy', 'External', 'Pollen Allergy']"
38.8,0,3,2,3,5,1,3,41.0,"['Allergy', 'External', 'Pollen Allergy']"
38.6,0,1,2,5,4,0,7,35.7,"['Respiratory', 'Cold', '']"
35.0,0,2,1,1,3,0,2,42.6,"['Respiratory', 'Covid', '']"
38.0,1,1,1,3,5,0,4,28.7,"['Respiratory', 'Cold', '']"
36.9,0,1,1,3,2,0,2,31.5,"['Respiratory', 'Covid', '']"
36.8,0,2,1,4,4,0,4,26.4,"['Respiratory', 'Cold', '']"
34.6,0,1,2,4,3,0,1,28.5,"['Respiratory', 'Cold', '']"
37.4,0,9,5,1,2,1,6,36.7,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.8,1,9,1,3,2,0,7,35.2,"['Gastrointestinal', 'Norovirus', '']"
37.5,1,8,5,1,1,0,2,36.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.1,0,1,1,4,3,0,3,35.1,"['Respiratory', 'Covid', '']"
38.3,0,1,2,1,3,0,3,40.1,"['Allergy', 'External', 'Pollen Allergy']"
38.5,0,1,4,3,5,0,4,38.7,"['Allergy', 'External', 'Pollen Allergy']"
40.3,1,2,1,5,5,0,6,34.8,"['Respiratory', 'Covid', '']"
36.8,0,2,3,2,3,1,1,26.2,"['Allergy', 'External', 'Pollen Allergy']"
41.6,0,3,1,2,4,0,6,30.7,"['Respiratory', 'Flu', '']"
36.6,0,1,2,1,4,0,6,29.3,"['Respiratory', 'Flu', '']"
36.0,0,1,1,3,2,0,3,37.8,"['Respiratory', 'Cold', '']"
40.4,0,2,2,2,2,1,7,42.9,"['Respiratory', 'Flu', '']"
39.2,1,2,5,1,1,0,3,37.4,"['Allergy', 'External', 'Plastic Allergy']"
36.4,0,1,2,2,1,0,1,27.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.5,1,7,1,1,1,0,6,29.7,"['Gastrointestinal', 'Norovirus', '']"
38.6,0,3,4,3,2,0,3,28.4,"['Allergy', 'External', 'Plastic Allergy']"
39.8,0,2,1,2,3,0,3,45.0,"['Respiratory', 'Cold', '']"
36.4,1,1,3,2,2,0,3,41.5,"['Respiratory', 'Covid', '']"
38.1,0,2,4,2,1,0,1,38.0,"['Allergy', 'External', 'Plastic Allergy']"
37.4,0,1,5,1,2,0,2,40.6,"['Allergy', 'External', 'Bee Allergy']"
38.0,1,1,1,2,5,0,5,28.8,"['Respiratory', 'Cold', '']"
37.2,1,7,1,1,2,0,5,32.6,"['Gastrointestinal', 'Norovirus', '']"
36.7,1,6,4,1,1,1,4,25.0,"['Allergy', 'Food Allergy', 'Fish Allergy']"
40.0,0,1,4,3,1,1,3,38.7,"['Allergy', 'External', 'Plastic Allergy']"
36.1,0,2,2,2,1,0,4,45.0,"['Respiratory', 'Covid', '']"
38.6,0,2,1,2,2,0,4,36.7,"['Respiratory', 'Flu', '']"
42.4,1,1,1,4,3,1,5,42.0,"['Respiratory', 'Covid', '']"
36.8,0,6,3,2,3,0,5,40.3,"['Gastrointestinal', 'Norovirus', '']"
39.7,0,2,1,3,3,1,7,30.2,"['Respiratory', 'Flu', '']"
36.9,0,3,3,2,1,0,1,35.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.6,1,8,1,1,3,0,7,40.3,"['Gastrointestinal', 'Norovirus', '']"
40.8,0,2,2,2,5,0,6,39.0,"['Respiratory', 'Cold', '']"
41.1,0,1,1,2,2,0,6,31.6,"['Respiratory', 'Flu', '']"
38.2,1,1,1,5,3,1,5,30.8,"['Respiratory', 'Covid', '']"
40.9,1,2,4,2,5,1,2,30.5,"['Allergy', 'External', 'Pollen Allergy']"
37.3,0,3,2,3,1,0,1,28.2,"['Respiratory', 'Cold', '']"
39.0,0,1,3,1,2,0,3,32.1,"['Allergy', 'External', 'Pollen Allergy']"
40.4,1,2,1,2,4,0,7,33.3,"['Respiratory', 'Cold', '']"
36.6,0,1,1,2,2,0,2,38.6,"['Respiratory', 'Cold', '']"
36.2,0,1,1,3,1,0,2,36.8,"['Respiratory', 'Cold', '']"
36.0,0,1,1,4,4,0,2,30.1,"['Respiratory', 'Cold', '']"
36.6,1,6,5,1,1,0,4,39.5,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.4,0,2,1,5,5,0,2,34.0,"['Respiratory', 'Cold', '']"
38.4,1,9,1,2,1,0,4,45.0,"['Gastrointestinal', 'Norovirus', '']"
37.6,0,2,2,2,4,0,5,38.3,"['Respiratory', 'Cold', '']"
36.7,0,3,1,2,2,0,5,26.5,"['Respiratory', 'Covid', '']"
40.5,0,1,2,3,3,0,6,33.5,"['Respiratory', 'Flu', '']"
39.8,1,9,1,1,1,0,5,31.5,"['Gastrointestinal', 'Norovirus', '']"
39.4,1,8,4,1,3,0,3,38.0,"['Gastrointestinal', 'Norovirus', '']"
36.9,0,1,2,1,1,0,6,34.8,"['Respiratory', 'Flu', '']"
41.6,1,9,1,1,2,0,7,36.6,"['Gastrointestinal', 'Norovirus', '']"
37.7,0,2,1,5,4,1,5,37.5,"['Respiratory', 'Covid', '']"
39.0,0,1,1,4,5,0,8,38.5,"['Respiratory', 'Cold', '']"
37.8,0,2,2,1,1,0,5,37.9,"['Respiratory', 'Flu', '']"
39.7,0,1,3,3,3,0,4,38.9,"['Allergy', 'External', 'Pollen Allergy']"
36.6,0,1,2,5,1,0,1,33.0,"['Respiratory', 'Cold', '']"
41.6,1,10,1,2,1,0,7,35.0,"['Gastrointestinal', 'Norovirus', '']"
38.2,1,5,2,2,2,0,2,33.0,"['Gastrointestinal', 'Food Poisoning', '']"
38.7,0,1,1,5,1,1,1,30.5,"['Respiratory', 'Covid', '']"
39.9,0,2,2,4,2,0,3,30.0,"['Respiratory', 'Cold', '']"
39.0,0,8,1,2,1,0,4,34.2,"['Gastrointestinal', 'Norovirus', '']"
36.2,0,1,2,2,2,0,1,25.1,"['Respiratory', 'Covid', '']"
38.9,0,3,1,1,3,0,3,38.7,"['Allergy', 'External', 'Pollen Allergy']"
35.5,1,10,5,2,3,1,3,44.2,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.3,0,2,3,2,2,0,6,25.0,"['Allergy', 'External', 'Plastic Allergy']"
35.7,1,4,1,1,2,0,2,36.0,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.1,0,1,5,1,1,0,1,25.8,"['Allergy', 'External', 'Bee Allergy']"
37.3,0,1,3,1,1,1,1,33.0,"['Allergy', 'External', 'Bee Allergy']"
37.6,1,7,3,1,1,0,6,35.9,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.7,0,3,5,3,5,0,5,34.7,"['Allergy', 'External', 'Pollen Allergy']"
38.4,0,1,2,1,2,0,5,44.7,"['Respiratory', 'Flu', '']"
36.6,0,6,2,1,1,0,3,27.6,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.3,0,2,3,2,4,0,3,38.4,"['Allergy', 'External', 'Pollen Allergy']"
37.8,0,2,4,1,3,0,1,38.8,"['Allergy', 'External', 'Pollen Allergy']"
36.2,0,2,4,1,1,1,3,28.4,"['Allergy', 'External', 'Bee Allergy']"
38.5,0,2,5,2,2,0,2,39.2,"['Allergy', 'External', 'Bee Allergy']"
37.3,0,1,2,1,2,0,3,45.0,"['Respiratory', 'Flu', '']"
37.8,0,3,1,4,1,0,4,25.0,"['Respiratory', 'Covid', '']"
35.8,1,7,4,1,3,0,4,38.1,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.6,0,3,1,2,3,0,2,40.4,"['Respiratory', 'Cold', '']"
36.4,1,1,1,3,2,0,1,33.4,"['Respiratory', 'Cold', '']"
39.6,0,2,1,2,3,0,4,39.2,"['Respiratory', 'Cold', '']"
37.5,1,5,2,1,1,0,4,28.1,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.1,0,2,4,3,3,0,2,36.4,"['Allergy', 'External', 'Pollen Allergy']"
37.7,1,9,5,2,2,0,2,38.6,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.1,0,1,3,1,2,1,2,29.1,"['Allergy', 'External', 'Bee Allergy']"
38.0,0,1,3,1,1,1,1,44.1,"['Allergy', 'External', 'Bee Allergy']"
40.8,0,3,1,4,2,0,5,39.9,"['Respiratory', 'Covid', '']"
39.3,1,2,2,4,5,0,4,36.7,"['Respiratory', 'Cold', '']"
37.6,1,8,3,2,2,0,5,29.1,"['Gastrointestinal', 'Food Poisoning', '']"
41.0,0,3,1,3,4,0,7,32.1,"['Respiratory', 'Flu', '']"
35.0,0,3,3,1,2,0,2,31.8,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.2,0,2,1,3,1,1,2,36.4,"['Respiratory', 'Covid', '']"
38.0,0,1,1,3,2,0,4,38.6,"['Respiratory', 'Cold', '']"
36.9,0,1,4,2,3,1,2,37.6,"['Allergy', 'External', 'Pollen Allergy']"
36.5,0,2,2,3,2,0,1,35.1,"['Respiratory', 'Cold', '']"
39.9,1,1,1,4,1,0,5,41.7,"['Respiratory', 'Covid', '']"
38.3,1,10,4,1,3,0,8,40.2,"['Allergy', 'Food Allergy', 'Fish Allergy']"
42.2,0,2,1,3,2,0,6,40.3,"['Respiratory', 'Flu', '']"
42.1,1,2,2,3,4,1,8,30.4,"['Respiratory', 'Flu', '']"
37.4,0,3,1,3,1,0,4,28.9,"['Respiratory', 'Flu', '']"
37.0,1,1,1,3,4,1,3,38.1,"['Respiratory', 'Covid', '']"
36.9,0,1,2,2,1,0,3,26.5,"['Respiratory', 'Covid', '']"
36.5,0,1,2,1,3,0,1,31.7,"['Respiratory', 'Cold', '']"
36.8,0,1,2,2,3,0,2,34.6,"['Respiratory', 'Cold', '']"
40.4,0,3,1,3,4,0,6,34.7,"['Respiratory', 'Cold', '']"
37.8,0,1,1,2,1,0,5,26.2,"['Respiratory', 'Flu', '']"
37.6,0,4,4,1,2,0,2,40.4,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.0,0,1,4,4,5,1,2,36.4,"['Allergy', 'External', 'Pollen Allergy']"
37.9,1,5,2,4,2,0,3,29.8,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.4,0,3,2,3,3,0,3,33.4,"['Respiratory', 'Cold', '']"
40.2,0,1,1,4,1,1,5,39.4,"['Respiratory', 'Covid', '']"
37.4,0,1,2,2,4,0,5,27.0,"['Allergy', 'External', 'Pollen Allergy']"
40.4,0,3,2,4,4,0,5,25.0,"['Respiratory', 'Flu', '']"
35.3,0,1,1,4,2,0,3,40.3,"['Respiratory', 'Covid', '']"
38.2,0,1,1,4,3,0,3,45.0,"['Respiratory', 'Cold', '']"
35.8,1,3,2,4,3,0,3,34.3,"['Respiratory', 'Covid', '']"
35.6,1,9,3,1,1,0,4,32.6,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.7,0,1,4,2,3,1,1,30.2,"['Allergy', 'External', 'Bee Allergy']"
39.7,0,3,5,1,1,1,4,38.2,"['Allergy', 'External', 'Bee Allergy']"
39.1,0,2,2,4,2,0,4,35.6,"['Allergy', 'External', 'Plastic Allergy']"
35.6,0,1,2,1,2,0,1,33.3,"['Respiratory', 'Cold', '']"
38.3,0,4,1,4,4,0,5,33.5,"['Respiratory', 'Cold', '']"
38.5,0,2,1,4,2,0,4,30.4,"['Respiratory', 'Covid', '']"
34.0,0,2,1,3,2,0,1,42.8,"['Respiratory', 'Cold', '']"
42.6,0,3,1,3,4,1,7,37.1,"['Respiratory', 'Flu', '']"
39.5,0,2,1,4,4,0,4,38.5,"['Respiratory', 'Flu', '']"
36.3,0,9,2,1,1,0,7,43.1,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.1,0,8,4,2,2,0,6,36.5,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.5,0,1,1,3,1,0,4,31.0,"['Respiratory', 'Flu', '']"
37.6,0,2,2,4,2,0,3,32.7,"['Respiratory', 'Cold', '']"
37.2,1,1,1,5,2,0,1,40.8,"['Respiratory', 'Covid', '']"
42.4,1,1,2,5,2,0,5,33.8,"['Respiratory', 'Covid', '']"
37.6,0,3,1,3,2,0,3,38.1,"['Respiratory', 'Cold', '']"
38.4,0,1,1,2,5,0,4,30.1,"['Respiratory', 'Cold', '']"
38.9,0,1,2,3,2,0,2,43.6,"['Respiratory', 'Cold', '']"
36.6,0,1,1,4,2,0,2,40.8,"['Respiratory', 'Cold', '']"
36.8,0,1,1,3,4,0,1,30.6,"['Respiratory', 'Cold', '']"
39.9,1,9,1,2,2,0,5,36.0,"['Gastrointestinal', 'Norovirus', '']"
35.6,1,7,3,2,2,0,2,33.1,"['Gastrointestinal', 'Food Poisoning', '']"
38.4,1,6,1,2,1,0,4,27.2,"['Gastrointestinal', 'Norovirus', '']"
38.3,0,9,4,3,3,0,7,31.9,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.5,0,2,2,3,4,1,3,36.3,"['Respiratory', 'Covid', '']"
35.7,0,2,1,4,3,1,4,29.6,"['Respiratory', 'Covid', '']"
39.0,0,3,4,2,1,0,6,35.5,"['Allergy', 'External', 'Plastic Allergy']"
36.5,0,5,3,1,2,0,2,35.8,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.5,0,2,1,4,1,0,4,36.5,"['Respiratory', 'Cold', '']"
35.8,1,9,5,2,1,0,3,25.0,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.1,0,2,5,1,3,0,3,42.5,"['Allergy', 'External', 'Plastic Allergy']"
38.0,1,8,1,2,1,0,5,28.3,"['Gastrointestinal', 'Norovirus', '']"
41.9,1,2,2,4,4,1,8,34.2,"['Respiratory', 'Flu', '']"
38.4,1,2,1,3,2,0,3,35.5,"['Respiratory', 'Cold', '']"
39.0,1,3,1,2,5,0,6,33.0,"['Respiratory', 'Cold', '']"
37.0,0,2,2,4,1,0,4,31.0,"['Respiratory', 'Covid', '']"
37.2,0,2,2,3,1,1,4,32.6,"['Respiratory', 'Covid', '']"
37.4,0,2,1,3,5,0,4,26.2,"['Respiratory', 'Cold', '']"
36.3,1,1,1,2,1,0,3,41.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.0,0,1,2,3,3,0,3,35.7,"['Allergy', 'External', 'Pollen Allergy']"
41.2,0,1,1,4,2,0,5,39.6,"['Respiratory', 'Flu', '']"
37.2,1,8,1,1,1,0,6,34.1,"['Gastrointestinal', 'Norovirus', '']"
37.5,0,2,2,3,3,0,3,31.4,"['Allergy', 'External', 'Pollen Allergy']"
39.2,0,1,1,2,2,0,3,39.9,"['Respiratory', 'Flu', '']"
36.2,0,1,1,4,3,0,3,28.8,"['Respiratory', 'Covid', '']"
40.1,0,3,2,1,1,0,2,40.3,"['Allergy', 'External', 'Plastic Allergy']"
39.2,0,2,1,3,4,0,4,34.0,"['Respiratory', 'Cold', '']"
34.8,1,7,5,1,2,0,3,34.9,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.9,0,2,1,4,4,0,4,35.9,"['Respiratory', 'Cold', '']"
39.7,0,1,2,2,3,1,5,32.9,"['Respiratory', 'Flu', '']"
37.6,1,8,1,4,1,0,4,32.3,"['Gastrointestinal', 'Norovirus', '']"
38.5,0,1,1,3,5,0,2,40.0,"['Respiratory', 'Cold', '']"
39.0,0,1,1,3,1,1,4,33.2,"['Respiratory', 'Covid', '']"
38.2,0,1,3,1,1,0,2,31.5,"['Respiratory', 'Flu', '']"
39.4,0,2,1,5,3,0,6,41.0,"['Respiratory', 'Cold', '']"
37.3,1,6,1,2,3,0,2,43.0,"['Gastrointestinal', 'Food Poisoning', '']"
36.1,1,1,1,3,3,1,2,30.0,"['Respiratory', 'Covid', '']"
35.6,0,2,2,4,1,0,1,34.5,"['Respiratory', 'Covid', '']"
37.7,0,2,4,2,1,1,2,32.6,"['Allergy', 'External', 'Bee Allergy']"
37.8,0,5,3,3,1,0,3,33.7,"['Gastrointestinal', 'Food Poisoning', '']"
40.2,0,2,1,5,4,0,6,27.4,"['Respiratory', 'Cold', '']"
35.6,0,3,1,2,2,0,2,37.7,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.7,1,1,4,4,1,0,2,32.7,"['Allergy', 'External', 'Pollen Allergy']"
39.7,0,1,1,3,5,0,6,33.6,"['Respiratory', 'Cold', '']"
35.9,0,7,5,1,3,0,2,31.2,"['Allergy', 'Food Allergy', 'Fish Allergy']"
35.5,0,5,4,2,2,0,3,35.5,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.4,1,4,1,3,1,0,1,34.3,"['Gastrointestinal', 'Food Poisoning', '']"
38.2,0,1,2,3,4,0,4,32.9,"['Respiratory', 'Cold', '']"
36.2,0,3,1,3,1,0,4,36.5,"['Respiratory', 'Flu', '']"
39.9,1,1,2,3,3,0,8,34.2,"['Respiratory', 'Cold', '']"
37.5,1,9,5,3,2,0,4,30.7,"['Allergy', 'Food Allergy', 'Milk Allergy']"
39.8,1,8,1,1,1,0,3,36.8,"['Gastrointestinal', 'Norovirus', '']"
36.5,1,8,4,2,1,0,6,39.4,"['Allergy', 'Food Allergy', 'Fish Allergy']"
36.2,0,1,2,3,2,0,1,35.8,"['Respiratory', 'Covid', '']"
39.0,0,1,1,4,3,0,6,41.7,"['Respiratory', 'Cold', '']"
38.3,0,2,1,4,3,0,1,34.2,"['Respiratory', 'Cold', '']"
38.5,0,2,4,4,5,0,3,41.3,"['Allergy', 'External', 'Pollen Allergy']"
35.9,0,1,1,5,3,0,2,27.6,"['Respiratory', 'Cold', '']"
34.8,0,7,2,1,1,0,2,36.1,"['Allergy', 'Food Allergy', 'Fish Allergy']"
37.6,0,1,1,5,2,0,5,37.1,"['Respiratory', 'Covid', '']"
38.6,1,8,1,2,1,0,4,36.3,"['Gastrointestinal', 'Norovirus', '']"
37.6,0,1,1,3,5,0,5,33.9,"['Respiratory', 'Cold', '']"
39.9,0,3,3,3,4,0,4,32.9,"['Allergy', 'External', 'Pollen Allergy']"
39.2,0,1,2,4,5,0,4,33.5,"['Respiratory', 'Cold', '']"
38.0,0,3,5,1,2,0,3,37.0,"['Allergy', 'External', 'Plastic Allergy']"
35.5,0,1,1,5,2,0,1,27.0,"['Respiratory', 'Cold', '']"
38.1,1,8,2,2,2,0,4,27.4,"['Gastrointestinal', 'Norovirus', '']"
38.5,0,3,1,4,1,1,4,30.7,"['Respiratory', 'Covid', '']"
36.9,0,1,1,5,3,0,2,31.5,"['Respiratory', 'Cold', '']"
36.4,0,9,4,2,1,0,8,31.2,"['Allergy', 'Food Allergy', 'Fish Allergy']"
39.1,0,1,3,3,3,0,3,37.6,"['Allergy', 'External', 'Pollen Allergy']"
38.1,0,2,4,2,2,1,3,45.0,"['Allergy', 'External', 'Bee Allergy']"
36.9,0,3,1,4,3,0,6,27.5,"['Respiratory', 'Cold', '']"
37.3,0,1,1,3,2,0,3,34.0,"['Respiratory', 'Cold', '']"
38.4,0,1,4,4,4,0,1,33.4,"['Allergy', 'External', 'Plastic Allergy']"
40.0,0,1,1,3,4,0,7,35.8,"['Respiratory', 'Flu', '']"
38.0,0,3,4,2,2,0,5,41.9,"['Allergy', 'External', 'Plastic Allergy']"
37.3,1,6,1,1,1,0,2,35.9,"['Gastrointestinal', 'Food Poisoning', '']"
39.0,1,1,1,4,1,1,4,33.3,"['Respiratory', 'Covid', '']"
39.3,0,1,1,2,1,0,6,36.7,"['Respiratory', 'Flu', '']"
39.2,0,2,2,1,3,0,5,34.6,"['Allergy', 'External', 'Plastic Allergy']"
38.2,0,2,1,5,3,0,8,35.3,"['Respiratory', 'Cold', '']"
39.3,0,2,1,4,2,0,3,35.3,"['Respiratory', 'Flu', '']"
35.9,1,9,5,1,1,0,7,28.7,"['Allergy', 'Food Allergy', 'Fish Allergy']"
38.8,0,1,1,5,3,1,5,39.0,"['Respiratory', 'Covid', '']"
39.2,0,2,1,4,3,0,6,38.5,"['Respiratory', 'Cold', '']"
38.7,0,3,1,2,5,0,6,31.7,"['Respiratory', 'Cold', '']"
36.4,0,1,4,3,1,0,1,39.1,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.1,0,1,4,2,1,1,2,34.3,"['Allergy', 'External', 'Bee Allergy']"
37.7,1,1,2,3,2,1,5,38.0,"['Respiratory', 'Covid', '']"
41.6,1,9,1,1,2,0,8,34.3,"['Gastrointestinal', 'Norovirus', '']"
37.2,0,2,5,1,1,1,2,41.1,"['Allergy', 'External', 'Bee Allergy']"
39.8,0,2,2,3,2,0,5,33.0,"['Respiratory', 'Flu', '']"
38.5,0,1,4,1,1,1,1,31.3,"['Allergy', 'External', 'Bee Allergy']"
36.6,0,1,4,3,3,0,2,42.5,"['Allergy', 'External', 'Pollen Allergy']"
39.5,0,3,1,2,1,0,6,25.0,"['Respiratory', 'Flu', '']"
37.2,0,1,1,4,1,0,1,43.1,"['Respiratory', 'Cold', '']"
39.2,0,1,3,1,4,1,3,41.7,"['Allergy', 'External', 'Pollen Allergy']"
38.8,0,2,2,2,1,0,5,33.8,"['Respiratory', 'Flu', '']"
37.3,1,1,2,2,1,1,2,38.6,"['Allergy', 'External', 'Bee Allergy']"
38.5,1,9,3,3,1,0,5,41.5,"['Gastrointestinal', 'Norovirus', '']"
36.6,1,2,1,2,2,1,2,27.9,"['Respiratory', 'Covid', '']"
38.7,0,2,1,5,3,1,7,39.5,"['Respiratory', 'Covid', '']"
38.6,0,3,4,2,5,0,2,39.2,"['Allergy', 'External', 'Pollen Allergy']"
36.3,1,7,3,1,3,0,4,39.6,"['Gastrointestinal', 'Food Poisoning', '']"
37.6,1,2,1,3,2,0,4,36.3,"['Respiratory', 'Flu', '']"
38.2,0,3,1,5,4,0,5,32.4,"['Respiratory', 'Covid', '']"
37.3,1,6,5,3,2,1,2,30.0,"['Allergy', 'Food Allergy', 'Milk Allergy']"
36.5,1,8,5,1,2,0,3,40.7,"['Allergy', 'Food Allergy', 'Milk Allergy']"
38.5,0,3,3,1,4,0,2,36.4,"['Allergy', 'External', 'Pollen Allergy']"
37.1,1,7,5,2,2,1,3,36.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
35.1,0,1,2,1,1,0,3,31.9,"['Respiratory', 'Flu', '']"
38.8,0,1,4,1,2,1,4,38.4,"['Allergy', 'External', 'Bee Allergy']"
40.9,0,2,2,2,3,1,6,38.5,"['Respiratory', 'Flu', '']"
37.9,1,1,1,5,3,0,4,29.5,"['Respiratory', 'Covid', '']"
36.5,0,6,3,1,1,0,1,43.3,"['Allergy', 'Food Allergy', 'Milk Allergy']"
37.1,0,2,1,2,3,0,3,43.6,"['Respiratory', 'Cold', '']"
39.6,1,2,1,3,5,0,5,29.2,"['Respiratory', 'Cold', '']"
